group_id	items_in_group	lo_value	p	FDR	goodsgrna
negative195	4	1.8129e-01	4.4186e-01	0.954189	3
GLMP	6	1.8129e-01	4.4187e-01	0.954189	4
UBA52	8	1.8141e-01	4.4203e-01	0.954189	5
RBBP9	9	1.8148e-01	4.4213e-01	0.954189	5
QPCTL	8	1.8149e-01	4.4214e-01	0.954189	3
WFIKKN2	11	1.8152e-01	4.4219e-01	0.954189	5
SLC16A14	9	1.8152e-01	4.4220e-01	0.954189	4
ADH6	7	1.8154e-01	4.4222e-01	0.954189	5
NEIL1	10	1.8159e-01	4.4229e-01	0.954189	6
MESP1	12	1.8164e-01	4.4238e-01	0.954189	7
TMPRSS5	2	1.8168e-01	4.4243e-01	0.954189	2
ADAM32	9	1.8172e-01	4.4249e-01	0.954189	5
C20orf202	11	1.8174e-01	4.4252e-01	0.954189	3
CCL27	10	1.8179e-01	4.4259e-01	0.954189	2
EID2	4	1.8181e-01	4.4263e-01	0.954189	2
HHAT	9	1.8184e-01	4.4266e-01	0.954189	5
KRTAP4-6	9	1.8184e-01	4.4266e-01	0.954189	3
HUNK	7	1.8185e-01	4.4268e-01	0.954189	5
LRRC10	11	1.8186e-01	4.4271e-01	0.954189	3
GRIFIN	8	1.8188e-01	4.4273e-01	0.954189	4
TP53BP1	11	1.8192e-01	4.4279e-01	0.954214	2
SERPINE1	8	1.8198e-01	4.4287e-01	0.954277	5
OSTF1	9	1.8203e-01	4.4296e-01	0.954277	4
UPK3B	8	1.8203e-01	4.4297e-01	0.954277	4
SFSWAP	11	1.8206e-01	4.4302e-01	0.954277	4
ARFGEF3	9	1.8214e-01	4.4313e-01	0.954422	5
PDE3B	3	1.8229e-01	4.4337e-01	0.954827	1
GABRB3	9	1.8236e-01	4.4348e-01	0.954918	6
IL20	10	1.8241e-01	4.4356e-01	0.954918	4
MKLN1	8	1.8241e-01	4.4356e-01	0.954918	5
LPAR1	7	1.8255e-01	4.4376e-01	0.955074	4
ZNF19	10	1.8261e-01	4.4385e-01	0.955074	2
SLC38A10	11	1.8261e-01	4.4385e-01	0.955074	6
CCL24	8	1.8262e-01	4.4386e-01	0.955074	5
MPST	10	1.8268e-01	4.4396e-01	0.955074	3
ARHGAP20	8	1.8277e-01	4.4409e-01	0.955074	4
CLDN4	10	1.8277e-01	4.4409e-01	0.955074	4
TCTEX1D1	9	1.8279e-01	4.4411e-01	0.955074	5
NFKBID	10	1.8281e-01	4.4414e-01	0.955074	6
AMBRA1	9	1.8285e-01	4.4420e-01	0.955074	6
NAAA	8	1.8285e-01	4.4421e-01	0.955074	3
SLC35E4	9	1.8290e-01	4.4427e-01	0.955074	5
GTF3C4	5	1.8290e-01	4.4429e-01	0.955074	2
EPB41L4A	10	1.8295e-01	4.4436e-01	0.955124	5
ISY1-RAB43	9	1.8308e-01	4.4456e-01	0.955449	5
B3GNT2	8	1.8316e-01	4.4467e-01	0.955507	2
ZFP1	12	1.8317e-01	4.4469e-01	0.955507	7
OR4E2	10	1.8345e-01	4.4513e-01	0.956160	5
FCRL1	9	1.8346e-01	4.4515e-01	0.956160	5
CGN	12	1.8346e-01	4.4515e-01	0.956160	3
SUMO2	9	1.8352e-01	4.4525e-01	0.956160	5
PIGX	10	1.8356e-01	4.4532e-01	0.956160	5
DKK3	7	1.8357e-01	4.4533e-01	0.956160	5
TMEM187	8	1.8361e-01	4.4539e-01	0.956160	4
TAS2R40	9	1.8363e-01	4.4540e-01	0.956160	3
GRAP2	7	1.8367e-01	4.4547e-01	0.956160	3
VHLL	8	1.8370e-01	4.4551e-01	0.956160	4
ST6GALNAC2	9	1.8372e-01	4.4554e-01	0.956160	5
PPP1R13B	11	1.8385e-01	4.4573e-01	0.956298	5
TEX36	6	1.8388e-01	4.4577e-01	0.956298	3
RNF19B	4	1.8390e-01	4.4580e-01	0.956298	3
KCNIP1	10	1.8391e-01	4.4581e-01	0.956298	2
AKT1S1	7	1.8427e-01	4.4634e-01	0.956700	4
RNASE9	7	1.8430e-01	4.4641e-01	0.956700	4
ZNF526	9	1.8432e-01	4.4643e-01	0.956700	4
ZNF618	9	1.8436e-01	4.4649e-01	0.956700	4
OR14C36	5	1.8443e-01	4.4659e-01	0.956700	2
SYMPK	10	1.8444e-01	4.4660e-01	0.956700	5
CYP20A1	12	1.8446e-01	4.4663e-01	0.956700	7
GPR17	8	1.8447e-01	4.4664e-01	0.956700	4
ARHGAP10	8	1.8449e-01	4.4667e-01	0.956700	4
BCL2L1	12	1.8451e-01	4.4671e-01	0.956700	5
INPP5D	9	1.8454e-01	4.4676e-01	0.956700	5
negative103	7	1.8455e-01	4.4677e-01	0.956700	3
TXK	11	1.8460e-01	4.4686e-01	0.956700	5
EIF4EBP1	7	1.8467e-01	4.4695e-01	0.956700	5
PTGER3	10	1.8477e-01	4.4711e-01	0.956700	5
ANGPTL7	11	1.8478e-01	4.4712e-01	0.956700	3
TBC1D22B	11	1.8481e-01	4.4716e-01	0.956700	6
CRTAC1	4	1.8481e-01	4.4717e-01	0.956700	2
WBP1	6	1.8485e-01	4.4724e-01	0.956700	4
SOAT1	10	1.8501e-01	4.4745e-01	0.956700	5
USP36	10	1.8505e-01	4.4751e-01	0.956700	5
CHST15	9	1.8506e-01	4.4751e-01	0.956700	6
ZNF160	11	1.8508e-01	4.4755e-01	0.956700	6
TCP10L2	3	1.8511e-01	4.4758e-01	0.956700	2
HTR1F	10	1.8512e-01	4.4759e-01	0.956700	4
NR4A1	11	1.8516e-01	4.4766e-01	0.956700	6
BEST4	9	1.8526e-01	4.4780e-01	0.956700	6
RBM42	7	1.8529e-01	4.4786e-01	0.956700	3
OR8D4	11	1.8531e-01	4.4789e-01	0.956700	6
DOK6	7	1.8531e-01	4.4789e-01	0.956700	4
C3orf52	12	1.8531e-01	4.4790e-01	0.956700	3
MAN1A2	10	1.8533e-01	4.4793e-01	0.956700	4
LAX1	10	1.8536e-01	4.4797e-01	0.956700	5
LEPR	8	1.8541e-01	4.4805e-01	0.956700	5
GEM	8	1.8541e-01	4.4805e-01	0.956700	5
MPZL2	8	1.8544e-01	4.4810e-01	0.956700	4
CCDC9	11	1.8544e-01	4.4811e-01	0.956700	5
EFNA2	9	1.8545e-01	4.4813e-01	0.956700	6
GGT5	1	1.8548e-01	4.4816e-01	0.956700	1
ZNF492	9	1.8549e-01	4.4817e-01	0.956700	4
ACSM2A	9	1.8549e-01	4.4818e-01	0.956700	6
KRT10	7	1.8551e-01	4.4820e-01	0.956700	3
FGF16	9	1.8554e-01	4.4824e-01	0.956700	3
CYFIP1	12	1.8556e-01	4.4829e-01	0.956700	3
PCDH20	8	1.8557e-01	4.4830e-01	0.956700	5
UPP2	10	1.8558e-01	4.4832e-01	0.956700	5
TANGO6	9	1.8566e-01	4.4843e-01	0.956700	5
KCNH2	10	1.8567e-01	4.4845e-01	0.956700	6
OR13C5	9	1.8568e-01	4.4846e-01	0.956700	5
RNF225	8	1.8571e-01	4.4850e-01	0.956700	5
CARD16	11	1.8578e-01	4.4862e-01	0.956730	4
ADA	8	1.8581e-01	4.4866e-01	0.956730	4
FAM150A	9	1.8582e-01	4.4867e-01	0.956730	6
HPCAL4	12	1.8588e-01	4.4876e-01	0.956816	5
CD40	12	1.8596e-01	4.4888e-01	0.956834	5
SPAG11A	8	1.8603e-01	4.4897e-01	0.956834	5
NGEF	2	1.8606e-01	4.4902e-01	0.956834	2
LIMK1	9	1.8609e-01	4.4907e-01	0.956834	6
C2CD4D	10	1.8613e-01	4.4912e-01	0.956834	3
DPH7	7	1.8615e-01	4.4916e-01	0.956834	3
UNC5B	7	1.8615e-01	4.4916e-01	0.956834	5
PAICS	9	1.8616e-01	4.4917e-01	0.956834	5
SYNE2	12	1.8624e-01	4.4930e-01	0.956908	7
UTP6	8	1.8627e-01	4.4933e-01	0.956908	5
HERC2	10	1.8631e-01	4.4940e-01	0.956908	4
ZNF8	8	1.8632e-01	4.4940e-01	0.956908	5
PCYT1A	10	1.8642e-01	4.4956e-01	0.956949	5
NOP2	7	1.8643e-01	4.4959e-01	0.956949	4
GPR39	4	1.8646e-01	4.4963e-01	0.956949	1
TTYH2	11	1.8647e-01	4.4966e-01	0.956949	6
NGFR	6	1.8651e-01	4.4971e-01	0.956949	3
FBXW11	6	1.8662e-01	4.4988e-01	0.956949	4
OR1J4	10	1.8665e-01	4.4992e-01	0.956949	4
WNT4	10	1.8666e-01	4.4993e-01	0.956949	4
FBXO38	6	1.8668e-01	4.4996e-01	0.956949	4
COPG2	11	1.8669e-01	4.4997e-01	0.956949	4
MGRN1	2	1.8670e-01	4.4998e-01	0.956949	2
AREL1	11	1.8674e-01	4.5004e-01	0.956949	7
ZNF593	7	1.8676e-01	4.5007e-01	0.956949	5
APLNR	11	1.8680e-01	4.5013e-01	0.956956	4
CRIM1	4	1.8694e-01	4.5034e-01	0.957279	2
POTEF	8	1.8698e-01	4.5040e-01	0.957279	5
DUSP12	9	1.8700e-01	4.5043e-01	0.957279	6
SLA2	11	1.8708e-01	4.5055e-01	0.957389	5
PPP1R3B	8	1.8713e-01	4.5064e-01	0.957389	4
ZNF264	11	1.8715e-01	4.5066e-01	0.957389	6
MAST2	8	1.8716e-01	4.5068e-01	0.957389	5
SIGLECL1	11	1.8737e-01	4.5099e-01	0.957900	7
MTMR12	6	1.8745e-01	4.5111e-01	0.957900	3
DND1	9	1.8748e-01	4.5115e-01	0.957900	6
MICAL1	8	1.8751e-01	4.5120e-01	0.957900	5
LYN	8	1.8753e-01	4.5123e-01	0.957900	2
OARD1	11	1.8755e-01	4.5126e-01	0.957900	4
NOL12	11	1.8756e-01	4.5127e-01	0.957900	6
SLC6A9	9	1.8763e-01	4.5138e-01	0.957990	4
IER5L	6	1.8765e-01	4.5142e-01	0.957990	3
SPANXN2	8	1.8776e-01	4.5157e-01	0.958113	5
FAM19A5	8	1.8776e-01	4.5157e-01	0.958113	5
HEYL	6	1.8784e-01	4.5168e-01	0.958232	4
CECR1	7	1.8789e-01	4.5176e-01	0.958255	4
UBAP1L	11	1.8792e-01	4.5181e-01	0.958255	4
TMEM191B	12	1.8802e-01	4.5197e-01	0.958255	5
FHAD1	10	1.8804e-01	4.5199e-01	0.958255	6
GXYLT1	8	1.8807e-01	4.5204e-01	0.958255	5
NOSIP	9	1.8808e-01	4.5205e-01	0.958255	6
OR10J3	7	1.8809e-01	4.5207e-01	0.958255	4
MSX1	5	1.8811e-01	4.5210e-01	0.958255	3
FAM72B	9	1.8814e-01	4.5214e-01	0.958255	5
NPPC	11	1.8819e-01	4.5222e-01	0.958309	7
ANKRD10	10	1.8838e-01	4.5248e-01	0.958660	4
FOXD4L1	11	1.8838e-01	4.5249e-01	0.958660	4
NOA1	11	1.8841e-01	4.5253e-01	0.958660	7
OR2C3	9	1.8846e-01	4.5261e-01	0.958723	6
AMD1	11	1.8855e-01	4.5275e-01	0.958876	5
PAPD5	6	1.8858e-01	4.5279e-01	0.958876	4
PIH1D2	11	1.8876e-01	4.5304e-01	0.959016	5
CLTB	7	1.8878e-01	4.5305e-01	0.959016	2
HDDC2	9	1.8879e-01	4.5307e-01	0.959016	5
ZNF541	2	1.8880e-01	4.5309e-01	0.959016	2
NRBP1	9	1.8884e-01	4.5314e-01	0.959016	6
TROAP	9	1.8885e-01	4.5315e-01	0.959016	6
COPS7A	7	1.8893e-01	4.5328e-01	0.959134	5
PRELP	6	1.8896e-01	4.5331e-01	0.959134	4
PPAP2B	8	1.8901e-01	4.5338e-01	0.959182	5
TEKT5	8	1.8913e-01	4.5357e-01	0.959357	5
CTSB	9	1.8915e-01	4.5361e-01	0.959357	6
AP2A1	11	1.8920e-01	4.5368e-01	0.959357	7
PNLIPRP3	9	1.8925e-01	4.5377e-01	0.959357	5
C11orf57	9	1.8927e-01	4.5380e-01	0.959357	6
ZNF841	11	1.8928e-01	4.5382e-01	0.959357	1
REL	8	1.8930e-01	4.5385e-01	0.959357	5
PELP1	9	1.8932e-01	4.5388e-01	0.959357	4
PRR22	9	1.8936e-01	4.5395e-01	0.959357	5
RALGAPB	9	1.8941e-01	4.5403e-01	0.959357	6
ZNF607	7	1.8943e-01	4.5405e-01	0.959357	5
TINAG	8	1.8953e-01	4.5421e-01	0.959357	3
KIF6	10	1.8955e-01	4.5423e-01	0.959357	5
TTC24	8	1.8956e-01	4.5425e-01	0.959357	4
PPP2R2A	11	1.8957e-01	4.5425e-01	0.959357	4
TLR9	9	1.8958e-01	4.5427e-01	0.959357	4
RSF1	9	1.8963e-01	4.5435e-01	0.959423	5
ZNF223	9	1.8973e-01	4.5448e-01	0.959594	4
FBXO27	7	1.8987e-01	4.5470e-01	0.959952	5
B3GAT3	11	1.9000e-01	4.5491e-01	0.960183	7
ECT2L	8	1.9002e-01	4.5494e-01	0.960183	4
ARHGEF35	8	1.9008e-01	4.5501e-01	0.960183	4
LRRC1	10	1.9008e-01	4.5501e-01	0.960183	6
FAM172A	12	1.9016e-01	4.5513e-01	0.960330	4
MBTD1	10	1.9031e-01	4.5534e-01	0.960661	5
MAP10	8	1.9078e-01	4.5605e-01	0.962038	3
TAF4	7	1.9081e-01	4.5609e-01	0.962038	2
SPINT4	10	1.9086e-01	4.5618e-01	0.962105	3
F7	6	1.9097e-01	4.5633e-01	0.962276	2
H1FOO	9	1.9099e-01	4.5636e-01	0.962276	3
negative298	12	1.9102e-01	4.5642e-01	0.962289	6
CARNS1	9	1.9122e-01	4.5671e-01	0.962689	4
LGI4	7	1.9123e-01	4.5672e-01	0.962689	5
XIRP1	6	1.9125e-01	4.5676e-01	0.962689	4
KMT2E	7	1.9130e-01	4.5682e-01	0.962709	4
PLA1A	6	1.9134e-01	4.5688e-01	0.962737	3
UBTF	8	1.9138e-01	4.5694e-01	0.962751	4
GSK3B	9	1.9142e-01	4.5699e-01	0.962756	6
POTED	6	1.9150e-01	4.5711e-01	0.962899	1
DBN1	10	1.9159e-01	4.5725e-01	0.963092	6
ZBED5	6	1.9165e-01	4.5734e-01	0.963175	2
LRGUK	8	1.9175e-01	4.5749e-01	0.963374	3
ATP7B	7	1.9183e-01	4.5760e-01	0.963413	5
BEGAIN	7	1.9183e-01	4.5760e-01	0.963413	5
SIRT2	11	1.9191e-01	4.5771e-01	0.963452	5
CRISPLD1	12	1.9195e-01	4.5777e-01	0.963452	3
FAM60A	10	1.9196e-01	4.5777e-01	0.963452	5
CST8	9	1.9203e-01	4.5788e-01	0.963560	5
C2orf40	9	1.9212e-01	4.5801e-01	0.963604	4
VPS4B	11	1.9214e-01	4.5802e-01	0.963604	6
USH1C	11	1.9220e-01	4.5812e-01	0.963604	6
CPZ	10	1.9220e-01	4.5812e-01	0.963604	4
CD163	6	1.9222e-01	4.5815e-01	0.963604	4
DDX53	7	1.9233e-01	4.5831e-01	0.963834	4
KIAA1467	10	1.9240e-01	4.5840e-01	0.963921	6
negative186	9	1.9244e-01	4.5847e-01	0.963958	2
SYP	9	1.9259e-01	4.5866e-01	0.964259	6
HNRNPCL1	10	1.9263e-01	4.5873e-01	0.964285	5
IQUB	7	1.9274e-01	4.5887e-01	0.964491	5
ACOX2	7	1.9279e-01	4.5894e-01	0.964510	3
GLB1L	11	1.9283e-01	4.5901e-01	0.964510	3
MIS18A	9	1.9287e-01	4.5907e-01	0.964510	6
TMEM222	7	1.9289e-01	4.5909e-01	0.964510	4
AAED1	10	1.9297e-01	4.5921e-01	0.964534	6
HOXB6	7	1.9298e-01	4.5922e-01	0.964534	5
IRX2	6	1.9300e-01	4.5925e-01	0.964534	4
UHRF2	7	1.9307e-01	4.5935e-01	0.964544	4
RDH16	10	1.9307e-01	4.5935e-01	0.964544	5
HMP19	8	1.9314e-01	4.5947e-01	0.964643	5
LIPM	9	1.9316e-01	4.5950e-01	0.964643	4
CCDC73	12	1.9322e-01	4.5960e-01	0.964743	3
SLC4A5	8	1.9330e-01	4.5971e-01	0.964824	5
SNX20	12	1.9332e-01	4.5974e-01	0.964824	4
MECR	6	1.9335e-01	4.5979e-01	0.964824	4
NR2E1	9	1.9339e-01	4.5985e-01	0.964834	1
RNF4	8	1.9351e-01	4.5999e-01	0.964985	5
CBR1	7	1.9353e-01	4.6002e-01	0.964985	4
LRRC37A3	10	1.9358e-01	4.6010e-01	0.965039	4
MAGEB6	9	1.9367e-01	4.6023e-01	0.965194	6
KLRB1	12	1.9369e-01	4.6027e-01	0.965194	3
ZNF705A	10	1.9373e-01	4.6032e-01	0.965200	3
NOS1	8	1.9394e-01	4.6063e-01	0.965555	5
PPP1R32	5	1.9401e-01	4.6073e-01	0.965555	3
negative264	11	1.9407e-01	4.6081e-01	0.965555	1
C10orf120	10	1.9409e-01	4.6083e-01	0.965555	4
MXD3	11	1.9414e-01	4.6091e-01	0.965555	7
PRMT2	9	1.9417e-01	4.6095e-01	0.965555	5
MIOX	6	1.9418e-01	4.6096e-01	0.965555	3
RRP36	7	1.9421e-01	4.6101e-01	0.965555	3
DNAJB5	10	1.9424e-01	4.6104e-01	0.965555	5
RAB5A	9	1.9424e-01	4.6104e-01	0.965555	5
PCDHGA1	10	1.9429e-01	4.6112e-01	0.965555	3
FAM120C	7	1.9431e-01	4.6115e-01	0.965555	5
RCE1	12	1.9431e-01	4.6115e-01	0.965555	6
NEB	10	1.9446e-01	4.6135e-01	0.965722	6
MRPL30	12	1.9446e-01	4.6136e-01	0.965722	4
STK11	11	1.9448e-01	4.6139e-01	0.965722	6
RORC	10	1.9451e-01	4.6143e-01	0.965722	6
CYP4F11	2	1.9468e-01	4.6170e-01	0.965998	2
NOX1	10	1.9469e-01	4.6171e-01	0.965998	6
COA7	6	1.9469e-01	4.6172e-01	0.965998	4
negative143	8	1.9473e-01	4.6177e-01	0.966008	2
C2orf74	10	1.9482e-01	4.6192e-01	0.966205	4
RPUSD1	9	1.9498e-01	4.6215e-01	0.966542	5
ZNF45	7	1.9501e-01	4.6218e-01	0.966542	4
TWIST2	6	1.9512e-01	4.6235e-01	0.966591	4
OLFML2A	8	1.9516e-01	4.6241e-01	0.966591	5
STT3B	9	1.9517e-01	4.6241e-01	0.966591	4
C2orf81	7	1.9519e-01	4.6245e-01	0.966591	1
LRRC27	10	1.9519e-01	4.6246e-01	0.966591	5
CD101	6	1.9523e-01	4.6251e-01	0.966604	3
UBR1	10	1.9532e-01	4.6263e-01	0.966635	6
CPT1A	11	1.9532e-01	4.6264e-01	0.966635	6
ATG7	9	1.9542e-01	4.6278e-01	0.966635	6
ELMO2	7	1.9554e-01	4.6296e-01	0.966635	5
SSUH2	10	1.9555e-01	4.6298e-01	0.966635	6
ABI3	8	1.9557e-01	4.6300e-01	0.966635	5
KAAG1	9	1.9558e-01	4.6302e-01	0.966635	4
CCDC25	7	1.9563e-01	4.6309e-01	0.966635	5
HOXC13	5	1.9565e-01	4.6313e-01	0.966635	3
TMEM239	9	1.9566e-01	4.6314e-01	0.966635	5
GAGE10	11	1.9569e-01	4.6319e-01	0.966635	3
P2RY1	10	1.9573e-01	4.6323e-01	0.966635	6
OR2L13	7	1.9573e-01	4.6324e-01	0.966635	4
RNF212	7	1.9575e-01	4.6327e-01	0.966635	5
TSPAN6	8	1.9577e-01	4.6329e-01	0.966635	2
USP34	10	1.9591e-01	4.6350e-01	0.966931	5
CLRN1	10	1.9593e-01	4.6354e-01	0.966931	4
TRAF4	8	1.9596e-01	4.6359e-01	0.966931	3
HOXB1	9	1.9599e-01	4.6363e-01	0.966931	5
AMFR	11	1.9605e-01	4.6372e-01	0.967016	4
C20orf78	12	1.9617e-01	4.6391e-01	0.967273	6
COL15A1	10	1.9620e-01	4.6395e-01	0.967273	6
CNOT1	9	1.9626e-01	4.6402e-01	0.967310	6
GOLGA7B	8	1.9635e-01	4.6416e-01	0.967315	3
OR6N2	10	1.9635e-01	4.6416e-01	0.967315	6
TREM2	10	1.9635e-01	4.6417e-01	0.967315	6
USP20	8	1.9640e-01	4.6424e-01	0.967342	5
TTC36	9	1.9643e-01	4.6429e-01	0.967350	6
ZNF280C	10	1.9654e-01	4.6443e-01	0.967394	6
YIF1B	9	1.9654e-01	4.6444e-01	0.967394	6
DOT1L	8	1.9658e-01	4.6449e-01	0.967394	5
ODF2	7	1.9669e-01	4.6466e-01	0.967394	5
MYL3	8	1.9676e-01	4.6476e-01	0.967394	3
EML1	5	1.9676e-01	4.6476e-01	0.967394	3
ERCC3	7	1.9676e-01	4.6476e-01	0.967394	4
NCKIPSD	1	1.9677e-01	4.6478e-01	0.967394	1
OTUB1	8	1.9687e-01	4.6492e-01	0.967394	5
SEC14L3	9	1.9687e-01	4.6492e-01	0.967394	6
IDO1	9	1.9689e-01	4.6495e-01	0.967394	3
ERP27	6	1.9691e-01	4.6499e-01	0.967394	2
NENF	9	1.9692e-01	4.6499e-01	0.967394	6
NKAPL	10	1.9695e-01	4.6503e-01	0.967394	4
NDST3	11	1.9705e-01	4.6517e-01	0.967394	4
TOB1	10	1.9711e-01	4.6526e-01	0.967394	4
GDF6	6	1.9711e-01	4.6527e-01	0.967394	4
PSMD5	10	1.9715e-01	4.6531e-01	0.967394	1
THSD1	8	1.9715e-01	4.6531e-01	0.967394	2
SERINC3	9	1.9716e-01	4.6533e-01	0.967394	6
PNN	8	1.9719e-01	4.6537e-01	0.967394	4
RAPGEFL1	12	1.9731e-01	4.6554e-01	0.967562	4
METTL17	2	1.9734e-01	4.6559e-01	0.967562	2
LRRTM1	12	1.9739e-01	4.6565e-01	0.967562	3
ABCB7	10	1.9744e-01	4.6573e-01	0.967562	4
ARID4B	9	1.9744e-01	4.6573e-01	0.967562	4
N6AMT1	6	1.9746e-01	4.6576e-01	0.967562	4
CYP7A1	7	1.9753e-01	4.6586e-01	0.967654	2
HSD17B1	2	1.9757e-01	4.6592e-01	0.967654	2
TBL1X	7	1.9760e-01	4.6596e-01	0.967654	5
SORL1	11	1.9767e-01	4.6607e-01	0.967680	7
EHHADH	7	1.9776e-01	4.6621e-01	0.967680	4
PIGL	7	1.9778e-01	4.6623e-01	0.967680	1
RPL31	6	1.9788e-01	4.6638e-01	0.967680	4
EVPL	9	1.9789e-01	4.6639e-01	0.967680	5
OPRD1	6	1.9792e-01	4.6644e-01	0.967680	4
IL4	8	1.9800e-01	4.6655e-01	0.967680	5
LYSMD4	5	1.9801e-01	4.6656e-01	0.967680	3
COMT	9	1.9803e-01	4.6659e-01	0.967680	5
NOS2	10	1.9808e-01	4.6667e-01	0.967680	5
MYLK	9	1.9810e-01	4.6668e-01	0.967680	6
TMEM145	4	1.9813e-01	4.6673e-01	0.967680	1
MAPRE2	8	1.9821e-01	4.6685e-01	0.967680	2
TEX22	11	1.9822e-01	4.6686e-01	0.967680	3
XPNPEP3	7	1.9829e-01	4.6695e-01	0.967680	4
GDAP1L1	10	1.9832e-01	4.6699e-01	0.967680	5
CD36	11	1.9832e-01	4.6700e-01	0.967680	5
SESN3	10	1.9833e-01	4.6701e-01	0.967680	5
RCBTB2	9	1.9836e-01	4.6705e-01	0.967680	3
FBXO6	10	1.9837e-01	4.6706e-01	0.967680	6
PDE4C	8	1.9840e-01	4.6711e-01	0.967680	4
LCA5L	7	1.9845e-01	4.6719e-01	0.967680	2
NLRP13	10	1.9847e-01	4.6721e-01	0.967680	3
POU2F2	10	1.9847e-01	4.6722e-01	0.967680	4
NSMCE4A	6	1.9853e-01	4.6731e-01	0.967680	4
COL18A1	9	1.9859e-01	4.6741e-01	0.967680	5
GLIPR1L2	8	1.9863e-01	4.6745e-01	0.967680	3
FAM208A	7	1.9864e-01	4.6747e-01	0.967680	2
NPC1L1	7	1.9871e-01	4.6758e-01	0.967680	5
EFCAB9	10	1.9873e-01	4.6760e-01	0.967680	3
RAMP3	8	1.9879e-01	4.6770e-01	0.967680	2
negative133	9	1.9879e-01	4.6771e-01	0.967680	4
XRCC3	9	1.9881e-01	4.6773e-01	0.967680	6
PCDH19	9	1.9882e-01	4.6775e-01	0.967680	5
CLEC1B	6	1.9885e-01	4.6779e-01	0.967680	3
FAM118A	9	1.9885e-01	4.6779e-01	0.967680	6
SLC29A4	4	1.9905e-01	4.6808e-01	0.968094	3
ZNF622	11	1.9906e-01	4.6810e-01	0.968094	6
C20orf197	10	1.9913e-01	4.6820e-01	0.968104	5
MBOAT1	8	1.9915e-01	4.6823e-01	0.968104	4
TRPV4	8	1.9921e-01	4.6833e-01	0.968104	5
P2RY12	6	1.9923e-01	4.6836e-01	0.968104	2
FOXE1	6	1.9924e-01	4.6837e-01	0.968104	3
PITX2	9	1.9927e-01	4.6841e-01	0.968104	6
PLCD1	7	1.9930e-01	4.6846e-01	0.968104	4
OR11H6	10	1.9939e-01	4.6858e-01	0.968182	3
MTAP	9	1.9944e-01	4.6866e-01	0.968182	1
PHF7	12	1.9946e-01	4.6869e-01	0.968182	6
EPC1	10	1.9946e-01	4.6870e-01	0.968182	4
OR52B6	11	1.9959e-01	4.6887e-01	0.968243	6
RNF123	7	1.9959e-01	4.6888e-01	0.968243	5
IQCA1L	8	1.9961e-01	4.6890e-01	0.968243	4
RUSC1-AS1	6	1.9963e-01	4.6893e-01	0.968243	4
SYCP1	8	1.9969e-01	4.6903e-01	0.968339	3
CLSTN2	7	1.9973e-01	4.6909e-01	0.968363	5
NOXRED1	10	1.9982e-01	4.6923e-01	0.968452	3
CTDSPL2	5	1.9986e-01	4.6929e-01	0.968452	3
MEIOB	7	1.9987e-01	4.6931e-01	0.968452	5
ABCB10	8	1.9989e-01	4.6933e-01	0.968452	4
NOS1AP	11	1.9994e-01	4.6941e-01	0.968475	4
RGS6	10	2.0000e-01	4.6948e-01	0.968475	5
GPR50	5	2.0001e-01	4.6950e-01	0.968475	3
KCNJ8	10	2.0005e-01	4.6956e-01	0.968475	3
COG8	9	2.0012e-01	4.6965e-01	0.968475	6
AVIL	7	2.0015e-01	4.6970e-01	0.968475	4
MTG1	4	2.0016e-01	4.6970e-01	0.968475	3
HNRNPC	7	2.0023e-01	4.6980e-01	0.968563	5
A2ML1	8	2.0030e-01	4.6991e-01	0.968563	4
DNAJB11	10	2.0030e-01	4.6991e-01	0.968563	3
ITM2A	7	2.0034e-01	4.6997e-01	0.968563	5
CD200R1L	10	2.0040e-01	4.7006e-01	0.968563	4
CALD1	10	2.0051e-01	4.7022e-01	0.968563	5
GCM2	7	2.0051e-01	4.7023e-01	0.968563	5
C11orf21	11	2.0053e-01	4.7025e-01	0.968563	4
CBX6	10	2.0053e-01	4.7026e-01	0.968563	6
RIC1	2	2.0056e-01	4.7030e-01	0.968563	2
MZT2A	7	2.0057e-01	4.7031e-01	0.968563	4
OR52W1	8	2.0065e-01	4.7042e-01	0.968563	5
FOXM1	10	2.0073e-01	4.7053e-01	0.968563	6
GNL3L	12	2.0073e-01	4.7053e-01	0.968563	5
KCNA5	6	2.0076e-01	4.7059e-01	0.968563	3
C5orf51	8	2.0083e-01	4.7069e-01	0.968563	5
CCDC17	2	2.0085e-01	4.7073e-01	0.968563	2
KIAA1841	7	2.0087e-01	4.7074e-01	0.968563	5
LIN54	9	2.0089e-01	4.7078e-01	0.968563	6
WISP2	8	2.0093e-01	4.7082e-01	0.968563	4
KRT38	10	2.0094e-01	4.7084e-01	0.968563	6
ENHO	10	2.0096e-01	4.7087e-01	0.968563	6
BAIAP2L2	9	2.0102e-01	4.7095e-01	0.968563	6
KCNJ10	8	2.0103e-01	4.7096e-01	0.968563	5
NDC1	11	2.0109e-01	4.7106e-01	0.968658	6
NAT16	7	2.0119e-01	4.7123e-01	0.968892	2
CENPF	9	2.0124e-01	4.7129e-01	0.968892	3
CTTN	10	2.0134e-01	4.7144e-01	0.968892	3
CELA1	10	2.0137e-01	4.7147e-01	0.968892	4
negative175	5	2.0137e-01	4.7148e-01	0.968892	3
ARSA	4	2.0142e-01	4.7155e-01	0.968892	3
