group_id	items_in_group	lo_value	p	FDR	goodsgrna
CENPQ	6	4.9064e-01	7.0896e-01	1.000000	1
FXYD5	5	4.9068e-01	7.0899e-01	1.000000	2
COL6A2	8	4.9070e-01	7.0900e-01	1.000000	2
AK1	10	4.9081e-01	7.0908e-01	1.000000	3
SPANXN4	8	4.9088e-01	7.0914e-01	1.000000	1
IPO4	10	4.9094e-01	7.0918e-01	1.000000	4
MYO5C	12	4.9097e-01	7.0920e-01	1.000000	3
ZBP1	10	4.9104e-01	7.0925e-01	1.000000	4
HDAC11	10	4.9108e-01	7.0928e-01	1.000000	3
OR56A3	7	4.9109e-01	7.0928e-01	1.000000	1
WDR13	6	4.9113e-01	7.0931e-01	1.000000	1
BOD1	11	4.9116e-01	7.0934e-01	1.000000	4
SH3TC1	11	4.9126e-01	7.0941e-01	1.000000	4
SPC25	8	4.9135e-01	7.0947e-01	1.000000	2
CDHR1	8	4.9138e-01	7.0950e-01	1.000000	3
ZNF823	9	4.9165e-01	7.0970e-01	1.000000	3
SH3BP5L	9	4.9165e-01	7.0970e-01	1.000000	2
FGF11	6	4.9179e-01	7.0978e-01	1.000000	1
KRTAP10-1	8	4.9180e-01	7.0979e-01	1.000000	3
GSTM3	10	4.9187e-01	7.0985e-01	1.000000	4
C9orf66	10	4.9214e-01	7.1005e-01	1.000000	3
RPL28	11	4.9230e-01	7.1017e-01	1.000000	2
MIEF1	9	4.9235e-01	7.1021e-01	1.000000	3
C9orf152	6	4.9236e-01	7.1022e-01	1.000000	2
NOP56	7	4.9237e-01	7.1022e-01	1.000000	2
HNRNPC	7	4.9237e-01	7.1022e-01	1.000000	1
NANS	8	4.9242e-01	7.1026e-01	1.000000	2
CLN6	5	4.9255e-01	7.1036e-01	1.000000	2
C20orf195	8	4.9257e-01	7.1036e-01	1.000000	2
SOX13	10	4.9266e-01	7.1042e-01	1.000000	4
OR52R1	11	4.9289e-01	7.1059e-01	1.000000	4
TMEM248	9	4.9293e-01	7.1062e-01	1.000000	2
NAA30	9	4.9299e-01	7.1066e-01	1.000000	3
ABCB6	9	4.9301e-01	7.1068e-01	1.000000	3
HIPK2	9	4.9305e-01	7.1071e-01	1.000000	2
PCDHGA9	5	4.9325e-01	7.1084e-01	1.000000	1
REL	8	4.9326e-01	7.1085e-01	1.000000	3
KISS1	6	4.9342e-01	7.1097e-01	1.000000	2
PCGF6	3	4.9346e-01	7.1100e-01	1.000000	1
SH2D4A	11	4.9359e-01	7.1109e-01	1.000000	4
MYDGF	12	4.9382e-01	7.1126e-01	1.000000	4
CLOCK	7	4.9391e-01	7.1133e-01	1.000000	1
MANSC1	8	4.9401e-01	7.1139e-01	1.000000	3
PRM3	5	4.9411e-01	7.1147e-01	1.000000	2
KIAA1407	9	4.9419e-01	7.1152e-01	1.000000	3
MIB1	10	4.9424e-01	7.1155e-01	1.000000	3
C16orf89	8	4.9425e-01	7.1156e-01	1.000000	2
FAHD2A	6	4.9436e-01	7.1165e-01	1.000000	2
THPO	10	4.9464e-01	7.1184e-01	1.000000	3
KCNJ11	11	4.9473e-01	7.1191e-01	1.000000	2
TPK1	8	4.9486e-01	7.1201e-01	1.000000	3
NEFH	10	4.9491e-01	7.1204e-01	1.000000	3
CLCA2	11	4.9494e-01	7.1206e-01	1.000000	3
PRKG1	10	4.9517e-01	7.1223e-01	1.000000	4
CST9L	8	4.9538e-01	7.1238e-01	1.000000	3
TIGD4	7	4.9546e-01	7.1244e-01	1.000000	1
MORC4	4	4.9579e-01	7.1267e-01	1.000000	1
ETNK1	7	4.9624e-01	7.1300e-01	1.000000	2
TMED10	7	4.9665e-01	7.1328e-01	1.000000	2
S100B	8	4.9685e-01	7.1341e-01	1.000000	3
CDON	9	4.9721e-01	7.1367e-01	1.000000	3
CDCA8	9	4.9725e-01	7.1370e-01	1.000000	2
DDX41	10	4.9730e-01	7.1373e-01	1.000000	2
CEP95	8	4.9736e-01	7.1378e-01	1.000000	3
VCX3B	8	4.9747e-01	7.1386e-01	1.000000	1
ABCG8	8	4.9750e-01	7.1388e-01	1.000000	2
GRB10	7	4.9760e-01	7.1396e-01	1.000000	1
NANP	10	4.9765e-01	7.1399e-01	1.000000	4
RALB	8	4.9771e-01	7.1402e-01	1.000000	3
C1orf204	9	4.9778e-01	7.1407e-01	1.000000	3
ASTL	8	4.9788e-01	7.1414e-01	1.000000	3
PATL2	8	4.9791e-01	7.1416e-01	1.000000	3
NES	8	4.9808e-01	7.1428e-01	1.000000	2
OR4X1	11	4.9811e-01	7.1430e-01	1.000000	4
TAF1L	8	4.9814e-01	7.1433e-01	1.000000	3
SERPINB2	8	4.9827e-01	7.1441e-01	1.000000	2
POM121L12	10	4.9829e-01	7.1441e-01	1.000000	2
ZNF107	5	4.9829e-01	7.1442e-01	1.000000	1
PTCH1	8	4.9830e-01	7.1442e-01	1.000000	3
ZNF71	9	4.9842e-01	7.1452e-01	1.000000	2
CREG1	7	4.9844e-01	7.1453e-01	1.000000	2
DIAPH2	7	4.9847e-01	7.1455e-01	1.000000	2
MFSD11	7	4.9856e-01	7.1462e-01	1.000000	2
ACO1	9	4.9892e-01	7.1485e-01	1.000000	1
SCAP	11	4.9908e-01	7.1497e-01	1.000000	3
PPP1R12C	1	4.9913e-01	7.1500e-01	1.000000	0
ARIH2	5	4.9916e-01	7.1503e-01	1.000000	2
ESR1	12	4.9934e-01	7.1514e-01	1.000000	3
TEX14	8	4.9943e-01	7.1520e-01	1.000000	2
GDPD2	9	4.9947e-01	7.1523e-01	1.000000	3
NLRP8	9	4.9957e-01	7.1529e-01	1.000000	3
CABYR	8	4.9967e-01	7.1536e-01	1.000000	1
HACL1	8	4.9967e-01	7.1536e-01	1.000000	2
MIER3	8	4.9967e-01	7.1536e-01	1.000000	2
ABHD17C	5	4.9975e-01	7.1541e-01	1.000000	2
ASIP	8	4.9975e-01	7.1541e-01	1.000000	2
RNF148	9	4.9976e-01	7.1542e-01	1.000000	1
TWIST2	6	4.9999e-01	7.1557e-01	1.000000	1
CXCL1	8	5.0021e-01	7.1571e-01	1.000000	3
PITPNM1	10	5.0025e-01	7.1574e-01	1.000000	2
WDR92	8	5.0025e-01	7.1574e-01	1.000000	3
DDX5	10	5.0027e-01	7.1576e-01	1.000000	2
POU6F2	5	5.0037e-01	7.1583e-01	1.000000	2
MPPED1	10	5.0052e-01	7.1593e-01	1.000000	3
ACP1	1	5.0064e-01	7.1601e-01	1.000000	0
TACR3	8	5.0068e-01	7.1603e-01	1.000000	2
KLHL15	10	5.0068e-01	7.1604e-01	1.000000	2
OR8A1	11	5.0087e-01	7.1615e-01	1.000000	3
ERCC1	5	5.0093e-01	7.1619e-01	1.000000	2
KCNC4	11	5.0116e-01	7.1634e-01	1.000000	3
ZNF236	10	5.0121e-01	7.1637e-01	1.000000	3
TSC22D4	9	5.0127e-01	7.1641e-01	1.000000	3
SLC25A5	8	5.0134e-01	7.1645e-01	1.000000	3
UBC	11	5.0135e-01	7.1645e-01	1.000000	4
SIGLEC8	6	5.0149e-01	7.1654e-01	1.000000	2
THNSL1	10	5.0158e-01	7.1659e-01	1.000000	3
SPACA1	8	5.0160e-01	7.1661e-01	1.000000	3
SCAF8	8	5.0162e-01	7.1663e-01	1.000000	3
AREL1	11	5.0174e-01	7.1670e-01	1.000000	4
PECAM1	6	5.0176e-01	7.1671e-01	1.000000	2
RASSF10	7	5.0178e-01	7.1673e-01	1.000000	2
RBMX	11	5.0196e-01	7.1686e-01	1.000000	4
NTF4	12	5.0222e-01	7.1705e-01	1.000000	3
ZNF599	10	5.0226e-01	7.1708e-01	1.000000	3
PSMB8	9	5.0249e-01	7.1723e-01	1.000000	2
TMEM185B	11	5.0251e-01	7.1724e-01	1.000000	4
DMRTA1	10	5.0252e-01	7.1724e-01	1.000000	3
PEX10	11	5.0283e-01	7.1744e-01	1.000000	4
RIPK2	8	5.0293e-01	7.1751e-01	1.000000	3
PIGR	11	5.0302e-01	7.1756e-01	1.000000	4
APOBEC3H	4	5.0318e-01	7.1767e-01	1.000000	1
NLRC4	9	5.0334e-01	7.1777e-01	1.000000	3
TTLL7	11	5.0346e-01	7.1785e-01	1.000000	4
MLLT1	11	5.0356e-01	7.1792e-01	1.000000	2
CAD	12	5.0359e-01	7.1794e-01	1.000000	1
HPSE2	9	5.0367e-01	7.1799e-01	1.000000	2
GPR85	9	5.0374e-01	7.1804e-01	1.000000	2
PKIA	12	5.0406e-01	7.1824e-01	1.000000	4
ZNRF4	9	5.0410e-01	7.1826e-01	1.000000	3
negative174	6	5.0419e-01	7.1832e-01	1.000000	2
GPAM	10	5.0426e-01	7.1837e-01	1.000000	3
ATP2A1	8	5.0460e-01	7.1860e-01	1.000000	2
SPATA31A5	9	5.0466e-01	7.1864e-01	1.000000	2
NAMPT	7	5.0483e-01	7.1876e-01	1.000000	2
ZFR	11	5.0484e-01	7.1876e-01	1.000000	3
ANKRD39	8	5.0490e-01	7.1881e-01	1.000000	3
TRAM1L1	10	5.0495e-01	7.1884e-01	1.000000	3
MED19	9	5.0512e-01	7.1896e-01	1.000000	2
TMEM178A	5	5.0528e-01	7.1907e-01	1.000000	2
FAM187B	8	5.0533e-01	7.1911e-01	1.000000	2
HACD3	11	5.0541e-01	7.1916e-01	1.000000	4
negative298	12	5.0542e-01	7.1917e-01	1.000000	4
CATSPERD	6	5.0552e-01	7.1924e-01	1.000000	2
ELAVL2	9	5.0562e-01	7.1930e-01	1.000000	2
ADGRG5	8	5.0566e-01	7.1933e-01	1.000000	3
MINOS1	11	5.0567e-01	7.1935e-01	1.000000	4
POM121	6	5.0573e-01	7.1938e-01	1.000000	2
LZTS2	9	5.0580e-01	7.1942e-01	1.000000	2
USP25	6	5.0589e-01	7.1948e-01	1.000000	2
PCIF1	10	5.0610e-01	7.1962e-01	1.000000	3
ZHX1	10	5.0610e-01	7.1962e-01	1.000000	2
KLC2	6	5.0625e-01	7.1972e-01	1.000000	1
DNAH14	11	5.0628e-01	7.1974e-01	1.000000	3
FAM131C	9	5.0631e-01	7.1976e-01	1.000000	3
DIS3L	8	5.0632e-01	7.1977e-01	1.000000	2
CLDND2	9	5.0635e-01	7.1980e-01	1.000000	2
PILRA	6	5.0640e-01	7.1983e-01	1.000000	2
C8orf76	10	5.0652e-01	7.1991e-01	1.000000	3
CHGA	7	5.0652e-01	7.1992e-01	1.000000	2
TNXB	7	5.0683e-01	7.2012e-01	1.000000	1
TMEM169	5	5.0685e-01	7.2014e-01	1.000000	2
EXOC5	8	5.0707e-01	7.2029e-01	1.000000	3
MEIOB	7	5.0720e-01	7.2037e-01	1.000000	2
MSANTD2	9	5.0723e-01	7.2039e-01	1.000000	3
ASGR2	9	5.0726e-01	7.2041e-01	1.000000	3
NAGS	4	5.0730e-01	7.2045e-01	1.000000	1
ZNF253	8	5.0747e-01	7.2055e-01	1.000000	1
CCDC144A	9	5.0751e-01	7.2058e-01	1.000000	3
ANG	8	5.0758e-01	7.2062e-01	1.000000	3
CD300LG	10	5.0774e-01	7.2072e-01	1.000000	3
ASXL2	11	5.0804e-01	7.2093e-01	1.000000	3
RNF19A	8	5.0809e-01	7.2096e-01	1.000000	2
CRKL	11	5.0814e-01	7.2100e-01	1.000000	3
AMOTL2	8	5.0817e-01	7.2101e-01	1.000000	1
SRP54	9	5.0824e-01	7.2106e-01	1.000000	2
RFPL1	10	5.0847e-01	7.2120e-01	1.000000	2
PRPF8	9	5.0852e-01	7.2123e-01	1.000000	3
ELP5	10	5.0863e-01	7.2130e-01	1.000000	3
UBE2B	5	5.0867e-01	7.2134e-01	1.000000	1
ZNF843	7	5.0870e-01	7.2136e-01	1.000000	2
MS4A13	11	5.0870e-01	7.2136e-01	1.000000	4
LPIN2	12	5.0878e-01	7.2142e-01	1.000000	3
IRF2BP2	3	5.0901e-01	7.2157e-01	1.000000	1
KRTAP6-2	9	5.0930e-01	7.2176e-01	1.000000	2
PRKCSH	9	5.0932e-01	7.2177e-01	1.000000	2
KLHDC10	9	5.0952e-01	7.2189e-01	1.000000	3
PRELP	6	5.0955e-01	7.2192e-01	1.000000	1
CNNM1	4	5.0989e-01	7.2214e-01	1.000000	1
ATIC	10	5.0997e-01	7.2220e-01	1.000000	1
AXL	7	5.1002e-01	7.2223e-01	1.000000	2
LCK	7	5.1025e-01	7.2239e-01	1.000000	2
VWDE	8	5.1026e-01	7.2240e-01	1.000000	2
MCOLN2	9	5.1040e-01	7.2249e-01	1.000000	2
DIRAS3	6	5.1047e-01	7.2254e-01	1.000000	2
RNF8	9	5.1049e-01	7.2257e-01	1.000000	3
OR5AK2	8	5.1053e-01	7.2259e-01	1.000000	3
XPO4	11	5.1055e-01	7.2261e-01	1.000000	3
GOLPH3	9	5.1058e-01	7.2262e-01	1.000000	1
MTERF4	10	5.1059e-01	7.2263e-01	1.000000	2
TMEM161B	9	5.1066e-01	7.2268e-01	1.000000	3
RPS6KA4	7	5.1089e-01	7.2285e-01	1.000000	2
ADAM32	9	5.1093e-01	7.2288e-01	1.000000	3
NAA38	7	5.1104e-01	7.2296e-01	1.000000	2
CYLD	9	5.1114e-01	7.2302e-01	1.000000	3
GNL1	9	5.1117e-01	7.2304e-01	1.000000	2
OR2M5	8	5.1120e-01	7.2306e-01	1.000000	2
FIBIN	11	5.1131e-01	7.2314e-01	1.000000	4
ZSWIM6	6	5.1153e-01	7.2329e-01	1.000000	2
DHRS7	11	5.1162e-01	7.2334e-01	1.000000	4
DNAJB12	1	5.1170e-01	7.2340e-01	1.000000	0
HMOX2	8	5.1176e-01	7.2343e-01	1.000000	1
SEC24A	8	5.1179e-01	7.2346e-01	1.000000	3
USP19	6	5.1187e-01	7.2351e-01	1.000000	1
RALGAPB	9	5.1194e-01	7.2356e-01	1.000000	2
ZFP92	7	5.1195e-01	7.2357e-01	1.000000	2
GRIK3	5	5.1198e-01	7.2359e-01	1.000000	2
VCX3A	9	5.1203e-01	7.2362e-01	1.000000	3
ZNF497	8	5.1204e-01	7.2363e-01	1.000000	3
MAX	7	5.1218e-01	7.2372e-01	1.000000	1
MED23	1	5.1220e-01	7.2373e-01	1.000000	0
TBX10	8	5.1233e-01	7.2383e-01	1.000000	3
PDE4D	10	5.1241e-01	7.2389e-01	1.000000	3
C10orf90	6	5.1247e-01	7.2393e-01	1.000000	2
HIST4H4	7	5.1248e-01	7.2393e-01	1.000000	2
VPS16	6	5.1257e-01	7.2399e-01	1.000000	2
SEPT9	6	5.1266e-01	7.2404e-01	1.000000	2
FAM25G	9	5.1293e-01	7.2422e-01	1.000000	3
NPY2R	6	5.1302e-01	7.2428e-01	1.000000	2
RALGPS2	8	5.1311e-01	7.2434e-01	1.000000	2
C19orf70	11	5.1315e-01	7.2437e-01	1.000000	4
INTS5	6	5.1318e-01	7.2439e-01	1.000000	2
SYVN1	7	5.1326e-01	7.2444e-01	1.000000	2
SCGB1A1	9	5.1329e-01	7.2445e-01	1.000000	3
CDR1	10	5.1332e-01	7.2448e-01	1.000000	3
PPP1R18	9	5.1356e-01	7.2462e-01	1.000000	3
SLC35B3	8	5.1397e-01	7.2489e-01	1.000000	2
MAGOHB	10	5.1398e-01	7.2490e-01	1.000000	3
VAX2	5	5.1399e-01	7.2490e-01	1.000000	1
C8orf22	9	5.1411e-01	7.2498e-01	1.000000	3
HRAS	7	5.1412e-01	7.2498e-01	1.000000	1
ANKRD33	8	5.1414e-01	7.2500e-01	1.000000	2
C2orf74	10	5.1439e-01	7.2516e-01	1.000000	3
ZNF124	8	5.1446e-01	7.2521e-01	1.000000	1
DRC1	12	5.1449e-01	7.2523e-01	1.000000	2
RPTN	11	5.1450e-01	7.2524e-01	1.000000	4
LPAR1	7	5.1460e-01	7.2531e-01	1.000000	2
MTERF2	9	5.1483e-01	7.2547e-01	1.000000	3
AMACR	7	5.1498e-01	7.2556e-01	1.000000	1
RXFP3	8	5.1499e-01	7.2557e-01	1.000000	2
LYPD2	4	5.1525e-01	7.2573e-01	1.000000	1
WASL	6	5.1525e-01	7.2573e-01	1.000000	2
RABEP2	10	5.1533e-01	7.2579e-01	1.000000	3
IGSF21	12	5.1540e-01	7.2583e-01	1.000000	4
CLEC14A	8	5.1563e-01	7.2598e-01	1.000000	3
MCFD2	6	5.1569e-01	7.2602e-01	1.000000	2
TRIM41	8	5.1598e-01	7.2621e-01	1.000000	3
ZBTB7B	9	5.1644e-01	7.2652e-01	1.000000	2
FOXP2	8	5.1648e-01	7.2655e-01	1.000000	3
TIGD1	8	5.1689e-01	7.2681e-01	1.000000	3
C20orf203	9	5.1703e-01	7.2691e-01	1.000000	1
HOXA6	7	5.1705e-01	7.2693e-01	1.000000	2
AGL	8	5.1715e-01	7.2700e-01	1.000000	2
SPG20	6	5.1720e-01	7.2703e-01	1.000000	2
DEFB119	5	5.1720e-01	7.2703e-01	1.000000	2
CCNL1	4	5.1724e-01	7.2706e-01	1.000000	1
HIST1H2BA	7	5.1735e-01	7.2714e-01	1.000000	2
NADK2	11	5.1755e-01	7.2726e-01	1.000000	4
RAPGEF2	11	5.1762e-01	7.2731e-01	1.000000	4
CD163	6	5.1764e-01	7.2732e-01	1.000000	2
TUSC1	8	5.1779e-01	7.2742e-01	1.000000	3
TTYH3	9	5.1782e-01	7.2744e-01	1.000000	3
RHBDL2	8	5.1782e-01	7.2744e-01	1.000000	2
COX19	8	5.1790e-01	7.2749e-01	1.000000	2
EOGT	11	5.1800e-01	7.2755e-01	1.000000	2
LRCH3	6	5.1804e-01	7.2759e-01	1.000000	2
ITGB5	6	5.1833e-01	7.2780e-01	1.000000	2
ONECUT2	7	5.1839e-01	7.2785e-01	1.000000	2
ST20-MTHFS	7	5.1858e-01	7.2797e-01	1.000000	1
ADRA2A	8	5.1875e-01	7.2809e-01	1.000000	3
CHGB	8	5.1900e-01	7.2826e-01	1.000000	3
GNAT2	8	5.1914e-01	7.2835e-01	1.000000	2
RAB11FIP4	11	5.1926e-01	7.2843e-01	1.000000	3
CYP2W1	9	5.1930e-01	7.2846e-01	1.000000	1
COX5A	9	5.1931e-01	7.2847e-01	1.000000	3
SLC4A5	8	5.1935e-01	7.2849e-01	1.000000	2
ZBTB6	8	5.1939e-01	7.2852e-01	1.000000	2
FBXO17	9	5.1942e-01	7.2854e-01	1.000000	3
CCER2	11	5.1946e-01	7.2857e-01	1.000000	3
GPR21	11	5.1953e-01	7.2862e-01	1.000000	4
SLC48A1	6	5.1953e-01	7.2862e-01	1.000000	2
EGR4	12	5.1970e-01	7.2873e-01	1.000000	4
RBM15B	6	5.1983e-01	7.2881e-01	1.000000	2
IFITM3	11	5.1985e-01	7.2882e-01	1.000000	4
CLIC3	11	5.1988e-01	7.2884e-01	1.000000	3
TRPV5	8	5.1989e-01	7.2884e-01	1.000000	3
TRAF3	7	5.1995e-01	7.2889e-01	1.000000	2
PARP12	5	5.1999e-01	7.2891e-01	1.000000	2
DNAAF2	7	5.2002e-01	7.2893e-01	1.000000	2
SYT17	8	5.2020e-01	7.2904e-01	1.000000	1
RAB9B	9	5.2035e-01	7.2912e-01	1.000000	1
LCAT	9	5.2055e-01	7.2927e-01	1.000000	3
APP	8	5.2057e-01	7.2928e-01	1.000000	3
ZNF318	7	5.2057e-01	7.2928e-01	1.000000	1
RDH10	11	5.2065e-01	7.2934e-01	1.000000	3
KLK5	7	5.2068e-01	7.2937e-01	1.000000	2
ADRA2B	6	5.2083e-01	7.2946e-01	1.000000	2
FUT11	7	5.2092e-01	7.2952e-01	1.000000	1
PITPNM2	10	5.2096e-01	7.2955e-01	1.000000	1
CDK2	7	5.2117e-01	7.2969e-01	1.000000	2
C17orf85	5	5.2131e-01	7.2978e-01	1.000000	2
TMBIM1	7	5.2141e-01	7.2985e-01	1.000000	2
FAM47C	10	5.2149e-01	7.2991e-01	1.000000	2
KIAA0922	8	5.2173e-01	7.3008e-01	1.000000	2
MXD3	11	5.2181e-01	7.3013e-01	1.000000	3
IL2RG	8	5.2213e-01	7.3036e-01	1.000000	2
SSX5	1	5.2236e-01	7.3053e-01	1.000000	0
TBC1D21	10	5.2241e-01	7.3056e-01	1.000000	3
TRIM60	7	5.2267e-01	7.3074e-01	1.000000	1
THBS4	11	5.2276e-01	7.3078e-01	1.000000	4
VPS51	9	5.2277e-01	7.3079e-01	1.000000	3
RASA2	5	5.2281e-01	7.3082e-01	1.000000	2
AIFM1	11	5.2285e-01	7.3085e-01	1.000000	3
HARS	8	5.2297e-01	7.3093e-01	1.000000	2
GALNT9	9	5.2299e-01	7.3094e-01	1.000000	1
OR4K13	10	5.2300e-01	7.3095e-01	1.000000	2
CHST6	9	5.2304e-01	7.3097e-01	1.000000	2
RHOD	9	5.2316e-01	7.3106e-01	1.000000	3
CD164	10	5.2323e-01	7.3111e-01	1.000000	2
LPPR3	9	5.2330e-01	7.3115e-01	1.000000	3
DYSF	5	5.2330e-01	7.3116e-01	1.000000	2
WNT3	8	5.2336e-01	7.3120e-01	1.000000	3
WNT8A	8	5.2337e-01	7.3121e-01	1.000000	3
KIAA1324	5	5.2340e-01	7.3123e-01	1.000000	1
ASB8	11	5.2342e-01	7.3125e-01	1.000000	4
ARSB	2	5.2343e-01	7.3126e-01	1.000000	1
RPRD1A	9	5.2345e-01	7.3128e-01	1.000000	3
ANKHD1-EIF4EBP3	8	5.2346e-01	7.3128e-01	1.000000	1
GAPVD1	5	5.2361e-01	7.3139e-01	1.000000	2
VPREB3	10	5.2361e-01	7.3139e-01	1.000000	3
CLIC2	10	5.2371e-01	7.3146e-01	1.000000	2
LRRC10B	6	5.2384e-01	7.3154e-01	1.000000	2
ST6GALNAC2	9	5.2391e-01	7.3158e-01	1.000000	2
DOPEY1	5	5.2415e-01	7.3177e-01	1.000000	2
AAK1	3	5.2418e-01	7.3179e-01	1.000000	1
PSMD9	11	5.2431e-01	7.3187e-01	1.000000	4
SIRPB2	8	5.2445e-01	7.3196e-01	1.000000	2
KIAA1551	8	5.2452e-01	7.3201e-01	1.000000	2
TM9SF3	9	5.2466e-01	7.3210e-01	1.000000	2
PMVK	1	5.2469e-01	7.3212e-01	1.000000	0
TMEM92	10	5.2474e-01	7.3216e-01	1.000000	2
BHLHA15	10	5.2476e-01	7.3217e-01	1.000000	2
ZNF589	9	5.2513e-01	7.3244e-01	1.000000	3
KRT85	9	5.2515e-01	7.3246e-01	1.000000	2
RNPEP	9	5.2528e-01	7.3253e-01	1.000000	2
GSDMD	5	5.2539e-01	7.3261e-01	1.000000	2
CASKIN2	7	5.2572e-01	7.3284e-01	1.000000	2
AUNIP	1	5.2583e-01	7.3291e-01	1.000000	0
ZNF117	8	5.2599e-01	7.3302e-01	1.000000	2
THEGL	11	5.2609e-01	7.3309e-01	1.000000	3
negative122	8	5.2618e-01	7.3314e-01	1.000000	2
KRTAP12-1	6	5.2642e-01	7.3331e-01	1.000000	2
CD96	9	5.2645e-01	7.3333e-01	1.000000	3
FOXA1	9	5.2655e-01	7.3338e-01	1.000000	3
C9orf106	9	5.2668e-01	7.3347e-01	1.000000	3
RFPL4AL1	11	5.2670e-01	7.3349e-01	1.000000	3
DCAF17	6	5.2676e-01	7.3352e-01	1.000000	2
BCAS1	11	5.2676e-01	7.3352e-01	1.000000	3
AMTN	8	5.2681e-01	7.3356e-01	1.000000	2
CDSN	4	5.2685e-01	7.3359e-01	1.000000	1
DLEC1	6	5.2707e-01	7.3375e-01	1.000000	1
TMUB2	8	5.2727e-01	7.3388e-01	1.000000	1
CYB5D2	9	5.2737e-01	7.3395e-01	1.000000	1
C16orf62	5	5.2741e-01	7.3398e-01	1.000000	1
ANKIB1	12	5.2750e-01	7.3405e-01	1.000000	3
KCNJ1	7	5.2769e-01	7.3417e-01	1.000000	2
TMEM57	10	5.2769e-01	7.3417e-01	1.000000	2
CHODL	7	5.2786e-01	7.3428e-01	1.000000	2
ZNF511	7	5.2825e-01	7.3454e-01	1.000000	2
DHX57	9	5.2837e-01	7.3460e-01	1.000000	3
MAGEB6	9	5.2840e-01	7.3462e-01	1.000000	2
LILRB3	8	5.2842e-01	7.3463e-01	1.000000	2
ZNF680	8	5.2843e-01	7.3464e-01	1.000000	3
RPIA	6	5.2853e-01	7.3472e-01	1.000000	1
KCNJ18	10	5.2863e-01	7.3478e-01	1.000000	3
AIFM3	8	5.2891e-01	7.3497e-01	1.000000	1
CFAP46	9	5.2894e-01	7.3499e-01	1.000000	3
CUEDC1	5	5.2901e-01	7.3505e-01	1.000000	1
MUCL1	9	5.2914e-01	7.3514e-01	1.000000	2
NAT8B	8	5.2920e-01	7.3517e-01	1.000000	2
LRRC56	10	5.2928e-01	7.3523e-01	1.000000	3
MOAP1	9	5.2934e-01	7.3527e-01	1.000000	3
MFAP4	11	5.2941e-01	7.3532e-01	1.000000	3
DTNBP1	11	5.2948e-01	7.3536e-01	1.000000	4
KCNK7	6	5.2949e-01	7.3537e-01	1.000000	2
CALCOCO1	9	5.2954e-01	7.3541e-01	1.000000	1
TAF8	6	5.2962e-01	7.3546e-01	1.000000	2
HOXB9	8	5.2973e-01	7.3553e-01	1.000000	3
TAB1	10	5.2982e-01	7.3559e-01	1.000000	3
RUSC1-AS1	6	5.2990e-01	7.3565e-01	1.000000	2
CYSRT1	8	5.3004e-01	7.3575e-01	1.000000	2
PGBD2	7	5.3007e-01	7.3578e-01	1.000000	2
SHANK2	9	5.3011e-01	7.3580e-01	1.000000	3
KIAA0895L	11	5.3014e-01	7.3582e-01	1.000000	2
NPPA	8	5.3021e-01	7.3586e-01	1.000000	3
LENEP	7	5.3023e-01	7.3588e-01	1.000000	2
ARHGEF18	9	5.3029e-01	7.3590e-01	1.000000	2
RASSF7	8	5.3031e-01	7.3592e-01	1.000000	1
ABI3BP	10	5.3047e-01	7.3602e-01	1.000000	3
ZCCHC6	5	5.3059e-01	7.3611e-01	1.000000	1
SLC35A3	8	5.3073e-01	7.3621e-01	1.000000	3
TM9SF1	8	5.3086e-01	7.3630e-01	1.000000	3
ALG5	11	5.3099e-01	7.3640e-01	1.000000	3
PSMA6	8	5.3110e-01	7.3646e-01	1.000000	2
DNAJB5	10	5.3114e-01	7.3648e-01	1.000000	3
TRADD	8	5.3133e-01	7.3661e-01	1.000000	3
SLC25A3	5	5.3143e-01	7.3668e-01	1.000000	2
MARCKS	10	5.3144e-01	7.3669e-01	1.000000	3
KRTAP10-11	9	5.3150e-01	7.3672e-01	1.000000	3
BMP6	7	5.3155e-01	7.3676e-01	1.000000	2
negative192	10	5.3155e-01	7.3676e-01	1.000000	3
EME2	9	5.3160e-01	7.3679e-01	1.000000	1
ASAP2	10	5.3162e-01	7.3680e-01	1.000000	3
IDO1	9	5.3163e-01	7.3681e-01	1.000000	3
UBXN1	10	5.3167e-01	7.3684e-01	1.000000	3
SAR1A	11	5.3169e-01	7.3685e-01	1.000000	3
TP53I13	10	5.3183e-01	7.3695e-01	1.000000	3
IGSF10	7	5.3247e-01	7.3738e-01	1.000000	2
AAED1	10	5.3253e-01	7.3742e-01	1.000000	3
CLEC7A	7	5.3275e-01	7.3757e-01	1.000000	2
ACADM	9	5.3285e-01	7.3762e-01	1.000000	3
SLC25A37	8	5.3290e-01	7.3766e-01	1.000000	1
NASP	10	5.3301e-01	7.3774e-01	1.000000	3
DUOX2	9	5.3306e-01	7.3777e-01	1.000000	2
NME4	7	5.3322e-01	7.3787e-01	1.000000	1
LRP4	8	5.3325e-01	7.3789e-01	1.000000	3
ZNFX1	9	5.3335e-01	7.3797e-01	1.000000	3
DYNC2LI1	9	5.3342e-01	7.3802e-01	1.000000	2
TTLL10	11	5.3348e-01	7.3806e-01	1.000000	4
ETAA1	9	5.3353e-01	7.3809e-01	1.000000	3
COL9A2	8	5.3356e-01	7.3811e-01	1.000000	2
GOLGA6B	8	5.3363e-01	7.3815e-01	1.000000	3
